timestamp,mode,temperature,recording
2025-07-10T12:31:23.272504,Fault,24.76,True
2025-07-10T12:31:23.342521,Fault,33.28,True
2025-07-10T12:31:23.407366,Fault,24.81,True
2025-07-10T12:31:23.471462,Fault,33.21,True
2025-07-10T12:31:23.542022,Fault,44.46,True
2025-07-10T12:31:23.608200,Fault,20.83,True
2025-07-10T12:31:23.675049,Fault,24.04,True
2025-07-10T12:31:23.741155,Fault,44.36,True
2025-07-10T12:31:23.807306,Fault,27.66,True
2025-07-10T12:31:23.873449,Fault,25.78,True
2025-07-10T12:31:23.938740,Fault,29.44,True
2025-07-10T12:31:24.005943,Fault,29.28,True
2025-07-10T12:31:24.073059,Fault,21.42,True
2025-07-10T12:31:24.139411,Fault,27.43,True
2025-07-10T12:31:24.208665,Fault,45.92,True
2025-07-10T12:31:24.272531,Fault,39.94,True
2025-07-10T12:31:24.342048,Fault,32.04,True
2025-07-10T12:31:24.404027,Fault,32.31,True
2025-07-10T12:31:24.471972,Fault,38.22,True
2025-07-10T12:31:24.539475,Fault,40.21,True
2025-07-10T12:31:24.609075,Fault,28.45,True
2025-07-10T12:31:24.673597,Fault,48.00,True
2025-07-10T12:31:24.738940,Fault,23.98,True
2025-07-10T12:31:24.803840,Fault,31.87,True
2025-07-10T12:31:24.870308,Fault,47.20,True
2025-07-10T12:31:24.938212,Fault,24.05,True
2025-07-10T12:31:25.005058,Fault,33.52,True
2025-07-10T12:31:25.075183,Fault,42.71,True
2025-07-10T12:31:25.139347,Fault,28.06,True
2025-07-10T12:31:25.208039,Fault,30.76,True
2025-07-10T12:31:25.273672,Fault,39.27,True
2025-07-10T12:31:25.342155,Fault,23.84,True
2025-07-10T12:31:25.408018,Fault,40.64,True
2025-07-10T12:31:25.474395,Fault,46.13,True
2025-07-10T12:31:25.540435,Fault,37.35,True
2025-07-10T12:31:25.607034,Fault,40.67,True
2025-07-10T12:31:25.673263,Fault,25.55,True
2025-07-10T12:31:25.738922,Fault,28.13,True
2025-07-10T12:31:25.806652,Fault,43.49,True
2025-07-10T12:31:25.872923,Fault,35.91,True
2025-07-10T12:31:25.941205,Fault,29.63,True
2025-07-10T12:31:26.006896,Fault,22.65,True
2025-07-10T12:31:26.071296,Fault,31.82,True
2025-07-10T12:31:26.137538,Fault,43.56,True
2025-07-10T12:31:26.206422,Fault,43.28,True
2025-07-10T12:31:26.275110,Fault,28.95,True
2025-07-10T12:31:26.341922,Fault,22.49,True
2025-07-10T12:31:26.406850,Fault,32.68,True
2025-07-10T12:31:26.473447,Fault,46.55,True
2025-07-10T12:31:26.538652,Fault,44.28,True
2025-07-10T12:31:26.606707,Fault,24.59,True
2025-07-10T12:31:26.673109,Fault,22.16,True
2025-07-10T12:31:26.738109,Fault,36.35,True
2025-07-10T12:31:26.806551,Fault,21.86,True
2025-07-10T12:31:26.873561,Fault,46.46,True
2025-07-10T12:31:26.939296,Fault,44.63,True
2025-07-10T12:31:27.006199,Fault,47.97,True
2025-07-10T12:31:27.072173,Fault,36.78,True
2025-07-10T12:31:27.140464,Fault,22.44,True
2025-07-10T12:31:27.205772,Fault,38.72,True
2025-07-10T12:31:27.272859,Fault,47.05,True
2025-07-10T12:31:27.341603,Fault,40.42,True
2025-07-10T12:31:27.407708,Fault,31.25,True
2025-07-10T12:31:27.474096,Fault,47.64,True
2025-07-10T12:31:27.539784,Fault,41.84,True
2025-07-10T12:31:27.605577,Fault,37.20,True
2025-07-10T12:31:27.673543,Fault,32.13,True
2025-07-10T12:31:27.737139,Fault,22.96,True
2025-07-10T12:31:27.805303,Fault,43.14,True
2025-07-10T12:31:27.873702,Fault,43.96,True
2025-07-10T12:31:27.938843,Fault,30.85,True
2025-07-10T12:31:28.007645,Fault,37.37,True
2025-07-10T12:31:28.071343,Fault,20.27,True
2025-07-10T12:31:28.140127,Fault,27.33,True
2025-07-10T12:31:28.203135,Fault,29.64,True
2025-07-10T12:31:28.270608,Fault,47.28,True
2025-07-10T12:31:28.301885,Fault,20.88,True
2025-07-10T12:31:28.333910,Fault,41.93,True
2025-07-10T12:31:28.367082,Fault,36.17,True
2025-07-10T12:31:28.401417,Fault,34.43,True
2025-07-10T12:31:28.434291,Fault,30.06,False
2025-07-10T12:31:28.469242,Fault,20.66,False
2025-07-10T12:31:28.502143,Fault,26.86,False
2025-07-10T12:31:28.535468,Fault,38.93,False
2025-07-10T12:31:28.569117,Fault,26.12,False
2025-07-10T12:31:28.602738,Fault,35.21,False
2025-07-10T12:31:28.634154,Fault,35.83,False
2025-07-10T12:31:28.701823,Fault,30.12,False
2025-07-10T12:31:28.736266,Fault,37.52,False
2025-07-10T12:31:28.768668,Fault,43.57,False
2025-07-10T12:31:28.802305,Fault,42.72,False
2025-07-10T12:31:28.835912,Fault,23.01,False
2025-07-10T12:31:28.869363,Fault,43.62,False
2025-07-10T12:31:28.908207,Fault,38.22,False
2025-07-10T12:31:28.936382,Fault,24.18,False
2025-07-10T12:31:28.969902,Fault,46.60,False
2025-07-10T12:31:29.003601,Fault,34.07,False
2025-07-10T12:31:29.037729,Fault,30.51,False
2025-07-10T12:31:29.070448,Fault,38.60,False
2025-07-10T12:31:29.103280,Fault,36.24,False
2025-07-10T12:31:29.137114,Fault,46.36,False
2025-07-10T12:31:29.178215,Fault,21.80,False
2025-07-10T12:31:29.200350,Fault,27.46,False
2025-07-10T12:31:29.235688,Fault,38.54,False
2025-07-10T12:31:29.268444,Fault,47.85,False
2025-07-10T12:31:29.302294,Fault,33.70,False
2025-07-10T12:31:29.335784,Fault,31.19,False
2025-07-10T12:31:29.369611,Fault,22.71,False
2025-07-10T12:31:29.402508,Fault,45.56,False
2025-07-10T12:31:29.436719,Fault,28.37,False
2025-07-10T12:31:29.469536,Fault,26.18,False
2025-07-10T12:31:29.502572,Fault,44.34,False
2025-07-10T12:31:29.536583,Fault,38.64,False
2025-07-10T12:31:29.569609,Fault,37.06,False
2025-07-10T12:31:29.603438,Fault,34.92,False
2025-07-10T12:31:29.637011,Fault,42.02,False
2025-07-10T12:31:29.669607,Fault,36.34,False
2025-07-10T12:31:29.702847,Fault,29.52,False
2025-07-10T12:31:29.736447,Fault,34.91,False
2025-07-10T12:31:29.767842,Fault,46.73,False
2025-07-10T12:31:29.801952,Fault,44.17,False
2025-07-10T12:31:29.834129,Fault,42.10,False
2025-07-10T12:31:29.867744,Fault,26.06,False
2025-07-10T12:31:29.901755,Fault,20.72,False
2025-07-10T12:31:29.935484,Fault,30.25,False
2025-07-10T12:31:29.969144,Fault,47.63,False
2025-07-10T12:31:30.003858,Fault,34.75,False
2025-07-10T12:31:30.036825,Normal,40.57,False
2025-07-10T12:31:30.069037,Normal,40.35,False
2025-07-10T12:31:30.103222,Normal,41.61,False
2025-07-10T12:31:30.136658,Normal,43.12,False
2025-07-10T12:31:30.170455,Normal,45.37,False
2025-07-10T12:31:30.204187,Normal,35.39,False
2025-07-10T12:31:30.236808,Normal,38.51,False
2025-07-10T12:31:30.270120,Normal,28.97,False
2025-07-10T12:31:30.302108,Normal,29.31,False
2025-07-10T12:31:30.333323,Normal,33.14,False
2025-07-10T12:31:30.368273,Normal,35.37,False
2025-07-10T12:31:30.402692,Normal,37.35,False
2025-07-10T12:31:30.436800,Normal,45.97,False
2025-07-10T12:31:30.469611,Normal,36.73,False
2025-07-10T12:31:30.502112,Normal,26.42,False
2025-07-10T12:31:30.536014,Normal,45.38,False
2025-07-10T12:31:30.569195,Normal,31.81,False
2025-07-10T12:31:30.602968,Normal,44.17,False
2025-07-10T12:31:30.636744,Normal,32.32,False
2025-07-10T12:31:30.669239,Normal,35.37,False
2025-07-10T12:31:30.703107,Normal,41.01,False
2025-07-10T12:31:30.736773,Normal,26.82,False
2025-07-10T12:31:30.768156,Normal,20.16,False
2025-07-10T12:31:30.801724,Normal,35.38,False
2025-07-10T12:31:30.835375,Normal,47.09,False
2025-07-10T12:31:30.869342,Normal,42.33,False
2025-07-10T12:31:30.903622,Normal,40.75,False
2025-07-10T12:31:30.936128,Normal,43.18,False
2025-07-10T12:31:30.969922,Normal,45.83,False
2025-07-10T12:31:31.001883,Normal,43.10,False
2025-07-10T12:31:31.036389,Normal,38.47,False
2025-07-10T12:31:31.069944,Normal,27.93,False
2025-07-10T12:31:31.103343,Normal,31.03,False
2025-07-10T12:31:31.135963,Normal,27.90,False
2025-07-10T12:31:31.169231,Normal,23.61,False
2025-07-10T12:31:31.203401,Normal,36.42,False
2025-07-10T12:31:31.236240,Normal,37.83,False
2025-07-10T12:31:31.273377,Test,27.37,False
2025-07-10T12:31:31.306140,Test,39.26,False
2025-07-10T12:31:31.336698,Test,24.81,False
2025-07-10T12:31:31.368966,Test,33.43,False
2025-07-10T12:31:31.403057,Test,21.33,False
2025-07-10T12:31:31.436745,Test,44.51,False
2025-07-10T12:31:31.469561,Test,30.74,False
2025-07-10T12:31:31.501977,Test,37.42,False
2025-07-10T12:31:31.536202,Test,29.92,False
2025-07-10T12:31:31.569553,Test,25.54,False
2025-07-10T12:31:31.602672,Test,34.07,False
2025-07-10T12:31:31.636372,Test,32.42,False
2025-07-10T12:31:31.668740,Test,30.45,False
2025-07-10T12:31:31.703112,Test,45.73,False
2025-07-10T12:31:31.736409,Test,22.95,False
2025-07-10T12:31:31.769447,Test,44.86,False
2025-07-10T12:31:31.801030,Test,24.84,False
2025-07-10T12:31:31.834860,Test,35.89,False
2025-07-10T12:31:31.867793,Test,29.69,False
2025-07-10T12:31:31.901944,Test,35.88,False
2025-07-10T12:31:31.933948,Test,45.83,False
2025-07-10T12:31:31.969266,Test,28.69,False
2025-07-10T12:31:32.002234,Test,25.58,False
2025-07-10T12:31:32.035197,Test,30.25,False
2025-07-10T12:31:32.069110,Test,24.30,False
2025-07-10T12:31:32.102489,Test,32.34,False
2025-07-10T12:31:32.135756,Test,43.14,False
2025-07-10T12:31:32.169261,Test,47.74,False
2025-07-10T12:31:32.202642,Test,20.63,False
2025-07-10T12:31:32.237313,Test,22.31,False
2025-07-10T12:31:32.269142,Test,20.65,False
2025-07-10T12:31:32.302462,Test,29.54,False
2025-07-10T12:31:32.335832,Test,30.36,False
2025-07-10T12:31:32.369352,Test,45.51,False
2025-07-10T12:31:32.402149,Test,26.96,False
2025-07-10T12:31:32.435231,Test,44.95,False
2025-07-10T12:31:32.467926,Test,30.52,False
2025-07-10T12:31:32.501073,Test,46.16,False
2025-07-10T12:31:32.534622,Test,38.37,False
2025-07-10T12:31:32.568436,Test,31.66,False
2025-07-10T12:31:32.601751,Test,36.90,False
2025-07-10T12:31:32.635021,Test,46.92,False
2025-07-10T12:31:32.667971,Test,45.33,False
2025-07-10T12:31:32.701763,Test,41.71,False
2025-07-10T12:31:32.735590,Test,34.31,False
2025-07-10T12:31:32.784068,Test,37.18,False
2025-07-10T12:31:32.799536,Test,33.79,False
2025-07-10T12:31:32.833901,Test,33.04,False
2025-07-10T12:31:32.866834,Test,37.50,False
2025-07-10T12:31:32.902442,Test,22.86,False
2025-07-10T12:31:32.935264,Test,22.67,False
2025-07-10T12:31:32.969207,Test,44.74,False
2025-07-10T12:31:33.002291,Test,27.92,False
2025-07-10T12:31:33.036887,Test,35.91,False
2025-07-10T12:31:33.068934,Test,28.30,False
2025-07-10T12:31:33.102232,Test,47.59,False
2025-07-10T12:31:33.136253,Test,26.70,False
2025-07-10T12:31:33.169359,Test,47.59,False
2025-07-10T12:31:33.202427,Test,33.45,False
2025-07-10T12:31:33.235764,Test,21.58,False
2025-07-10T12:31:33.269775,Test,29.72,False
2025-07-10T12:31:33.301647,Test,32.42,False
2025-07-10T12:31:33.336179,Test,47.99,False
2025-07-10T12:31:33.369406,Test,36.53,False
2025-07-10T12:31:33.402771,Test,23.36,False
2025-07-10T12:31:33.435397,Test,36.73,False
2025-07-10T12:31:33.469563,Test,35.17,False
2025-07-10T12:31:33.502223,Test,34.88,False
2025-07-10T12:31:33.534920,Test,40.36,False
2025-07-10T12:31:33.570470,Test,25.49,False
2025-07-10T12:31:33.602358,Test,37.90,False
2025-07-10T12:31:33.635767,Test,43.48,False
2025-07-10T12:31:33.668301,Test,27.90,False
2025-07-10T12:31:33.702281,Test,41.83,False
2025-07-10T12:31:33.736077,Test,45.15,False
2025-07-10T12:31:33.770187,Test,23.47,False
2025-07-10T12:31:33.801607,Test,27.32,False
2025-07-10T12:31:33.835043,Test,41.25,False
2025-07-10T12:31:33.868534,Test,36.29,False
2025-07-10T12:31:33.902281,Test,46.97,False
2025-07-10T12:31:33.935046,Test,27.23,False
2025-07-10T12:31:33.969264,Test,30.84,False
2025-07-10T12:31:34.001491,Test,20.25,False
2025-07-10T12:31:34.035087,Test,29.22,False
2025-07-10T12:31:34.068321,Test,24.43,False
2025-07-10T12:31:34.102430,Test,43.43,False
2025-07-10T12:31:34.135320,Test,43.85,False
2025-07-10T12:31:34.167553,Test,38.82,False
2025-07-10T12:31:34.202417,Test,44.80,False
2025-07-10T12:31:34.235281,Test,23.50,False
2025-07-10T12:31:34.268794,Test,44.62,False
2025-07-10T12:31:34.302389,Test,24.97,False
2025-07-10T12:31:34.335229,Test,34.26,False
2025-07-10T12:31:34.369190,Test,35.78,False
2025-07-10T12:31:34.401322,Test,35.98,False
2025-07-10T12:31:34.435661,Test,36.85,False
2025-07-10T12:31:34.468790,Test,41.47,False
2025-07-10T12:31:34.501889,Test,26.31,False
2025-07-10T12:31:34.533982,Test,26.73,False
2025-07-10T12:31:34.569624,Test,23.31,False
2025-07-10T12:31:34.599953,Test,22.03,False
2025-07-10T12:31:34.634107,Test,21.27,False
2025-07-10T12:31:34.666744,Test,25.74,False
2025-07-10T12:31:34.701081,Test,43.02,False
2025-07-10T12:31:34.733838,Test,34.29,False
2025-07-10T12:31:34.766923,Test,29.53,False
2025-07-10T12:31:34.799622,Test,41.00,False
2025-07-10T12:31:34.832273,Test,31.27,False
2025-07-10T12:31:34.866205,Test,24.63,False
2025-07-10T12:31:34.900088,Test,24.41,False
2025-07-10T12:31:34.933653,Test,39.21,False
2025-07-10T12:31:34.967371,Test,35.36,False
2025-07-10T12:31:35.001036,Test,42.21,False
2025-07-10T12:31:35.034682,Test,25.23,False
2025-07-10T12:31:35.066649,Test,31.60,False
2025-07-10T12:31:35.101550,Test,45.48,False
2025-07-10T12:31:35.135051,Test,39.99,False
2025-07-10T12:31:35.168063,Test,24.87,False
2025-07-10T12:31:35.201745,Test,29.95,False
2025-07-10T12:31:35.235100,Test,30.08,False
2025-07-10T12:31:35.268535,Test,32.36,False
2025-07-10T12:31:35.301879,Test,24.56,False
2025-07-10T12:31:35.334911,Test,23.93,False
2025-07-10T12:31:35.367642,Test,35.05,False
2025-07-10T12:31:35.401841,Test,35.31,False
2025-07-10T12:31:35.434710,Test,21.66,False
2025-07-10T12:31:35.467996,Test,29.94,False
2025-07-10T12:31:35.501038,Test,33.73,False
2025-07-10T12:31:35.534575,Test,21.89,False
2025-07-10T12:31:35.569220,Test,35.01,False
2025-07-10T12:31:35.601773,Test,34.46,False
2025-07-10T12:31:35.635814,Test,20.73,False
2025-07-10T12:31:35.667308,Test,41.45,False
2025-07-10T12:31:35.701646,Test,29.36,False
2025-07-10T12:31:35.734295,Test,31.85,False
2025-07-10T12:31:35.768156,Test,39.29,False
2025-07-10T12:31:35.801143,Test,23.21,False
2025-07-10T12:31:35.834773,Test,35.03,False
2025-07-10T12:31:35.867869,Test,32.48,False
2025-07-10T12:31:35.901367,Test,27.88,False
2025-07-10T12:31:35.935050,Test,34.38,False
2025-07-10T12:31:35.967951,Test,43.47,False
2025-07-10T12:31:36.000973,Test,45.99,False
2025-07-10T12:31:36.034507,Test,25.99,False
2025-07-10T12:31:36.068548,Test,25.65,False
2025-07-10T12:31:36.101584,Test,21.84,False
2025-07-10T12:31:36.134608,Test,41.86,False
2025-07-10T12:31:36.167111,Test,43.38,False
2025-07-10T12:31:36.201356,Test,42.36,False
2025-07-10T12:31:36.234543,Test,30.95,False
2025-07-10T12:31:36.265445,Test,35.70,False
2025-07-10T12:31:36.300639,Test,43.56,False
2025-07-10T12:31:36.334631,Test,42.46,False
2025-07-10T12:31:36.367663,Test,25.65,False
2025-07-10T12:31:36.402067,Test,21.63,False
2025-07-10T12:31:36.434509,Test,21.86,False
2025-07-10T12:31:36.467533,Test,34.41,False
2025-07-10T12:31:36.501546,Test,44.41,False
2025-07-10T12:31:36.535577,Test,26.11,False
2025-07-10T12:31:36.567804,Test,40.21,False
2025-07-10T12:31:36.601194,Test,47.56,False
2025-07-10T12:31:36.633722,Test,20.29,False
2025-07-10T12:31:36.666728,Test,38.42,False
2025-07-10T12:31:36.701565,Test,31.14,False
2025-07-10T12:31:36.732000,Test,37.63,False
2025-07-10T12:31:36.766036,Test,26.39,False
2025-07-10T12:31:36.800106,Test,31.35,False
2025-07-10T12:31:36.833470,Test,43.73,False
2025-07-10T12:31:36.867143,Test,20.73,False
2025-07-10T12:31:36.901301,Test,27.51,False
2025-07-10T12:31:36.934779,Test,27.25,False
